deployment,deployment_label,return_path,return_label,choke_position,ground,band,frequency_hz,antenna_resistance_ohm,antenna_reactance_ohm,antenna_raw_swr_50ohm,nec_radiation_efficiency,cache_hit,device,device_label,atu_profile,atu_profile_status,tuner_loss_envelope,tuner_objective,hardware_loss_envelope,transformer_primary_resistance_ohm,transformer_primary_reactance_ohm,tuner_load_resistance_ohm,tuner_load_reactance_ohm,raw_swr_at_tuner,coax_efficiency,coax_loss_db,transformer_loss_db,choke_loss_db,tuned_input_swr,match_success_swr_2p5,atu_topology,atu_inductance_uH,atu_capacitance_pF,atu_tuner_efficiency,atu_dissipation_loss_db,atu_residual_mismatch_efficiency,atu_transducer_efficiency,atu_total_loss_db,pa_forward_radiating_efficiency,pa_forward_total_loss_db
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,30m,10120000,257.52,-1292.8,135.1392599338518,0.8905,True,kh1,KH1 / KHATU1,khatu1,inferred,nominal,lowest_loss_swr_2p5,best,28.61333333333333,-143.64444444444445,6.307062049996851,17.147313368928355,8.873451443244159,0.5270492604218003,2.7814879175222633,0.25,0.1,3.2368896377644023,False,source_shunt,0.0,420.0,0.9764600616134116,0.10345515177583747,0.7212628777185033,0.7042843940164762,1.5225193487562216,0.3049532015604145,5.157668028285861
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,30m,10120000,257.52,-1292.8,135.1392599338518,0.8905,True,kh1,KH1 / KHATU1,khatu1_wide_sensitivity,range-fit,nominal,lowest_loss_swr_2p5,best,28.61333333333333,-143.64444444444445,6.307062049996851,17.147313368928355,8.873451443244159,0.5270492604218003,2.7814879175222633,0.25,0.1,3.7348969924112874,False,source_shunt,0.0,367.0,0.9766224829998572,0.10273281966311062,0.6663732410172762,0.6507950892469546,1.8655573281107936,0.28179248001484414,5.500706007640433
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,20m,14050000,89.464,79.578,3.476180528153441,0.9227,True,kx2,KX2 / KXAT2,kxat2,published,nominal,lowest_loss_swr_2p5,best,9.940444444444445,8.842,22.853621039465843,-42.4143464390657,3.9671891434497253,0.7428804445339391,1.2908107379934877,0.25,0.1,1.055695503069712,True,source_shunt,0.75,231.0,0.9507469410965455,0.21935063199606925,0.9992659549904339,0.9500490500490734,0.2225397195774613,0.6007938451190655,2.2127452514589634
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,20m,14050000,89.464,79.578,3.476180528153441,0.9227,True,kx3,KX3 / KXAT3,kxat3,published,nominal,lowest_loss_swr_2p5,best,9.940444444444445,8.842,22.853621039465843,-42.4143464390657,3.9671891434497253,0.7428804445339391,1.2908107379934877,0.25,0.1,1.0552668642800376,True,source_shunt,0.75,231.0,0.9497584037781146,0.22386854974278822,0.9992769085808472,0.9490716416260744,0.22701003180157425,0.6001757497010711,2.217215563683076
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,20m,14050000,89.464,79.578,3.476180528153441,0.9227,True,kh1,KH1 / KHATU1,khatu1,inferred,nominal,lowest_loss_swr_2p5,best,9.940444444444445,8.842,22.853621039465843,-42.4143464390657,3.9671891434497253,0.7428804445339391,1.2908107379934877,0.25,0.1,1.2659819990432724,True,source_shunt,0.7,240.0,0.9561366541011893,0.19480032534817895,0.9862218286831087,0.9429628394786239,0.25505421713754695,0.5963126536524525,2.24525974901905
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,20m,14050000,89.464,79.578,3.476180528153441,0.9227,True,kh1,KH1 / KHATU1,khatu1_wide_sensitivity,range-fit,nominal,lowest_loss_swr_2p5,best,9.940444444444445,8.842,22.853621039465843,-42.4143464390657,3.9671891434497253,0.7428804445339391,1.2908107379934877,0.25,0.1,1.091048486116676,True,source_shunt,0.75,220.0,0.9535741507063871,0.20645530210523633,0.9981040920314975,0.9517662618755048,0.21469694095983025,0.6018797788358904,2.2049024728413325
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,17m,18080000,3379.4,-39.132,67.59706461897744,0.9124,True,kx2,KX2 / KXAT2,kxat2,published,nominal,lowest_loss_swr_2p5,best,375.4888888888889,-4.348,76.07106437301445,106.28239060048173,4.946373662169265,0.643050029710601,1.9175523736813946,0.25,0.1,1.0376459079500215,True,load_shunt,0.813,131.0,0.9661026296239608,0.14976735787554785,0.9996586671251084,0.9657728670359509,0.15125000076790165,0.5227632378029415,2.8169496084031858
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,17m,18080000,3379.4,-39.132,67.59706461897744,0.9124,True,kx3,KX3 / KXAT3,kxat3,published,nominal,lowest_loss_swr_2p5,best,375.4888888888889,-4.348,76.07106437301445,106.28239060048173,4.946373662169265,0.643050029710601,1.9175523736813946,0.25,0.1,1.0333397067414865,True,load_shunt,0.8099999999999999,131.0,0.9657023010150934,0.15156733783740026,0.9997311539452423,0.965442675761395,0.1527350783962833,0.5225845085533707,2.818434686031568
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,17m,18080000,3379.4,-39.132,67.59706461897744,0.9124,True,kh1,KH1 / KHATU1,khatu1,inferred,nominal,lowest_loss_swr_2p5,best,375.4888888888889,-4.348,76.07106437301445,106.28239060048173,4.946373662169265,0.643050029710601,1.9175523736813946,0.25,0.1,1.494981717321123,True,load_shunt,0.7,120.0,0.9764629122759665,0.10344247306772748,0.960641043014446,0.9380303505137079,0.27783109544833684,0.5077464898107559,2.9435307030836224
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,17m,18080000,3379.4,-39.132,67.59706461897744,0.9124,True,kh1,KH1 / KHATU1,khatu1_wide_sensitivity,range-fit,nominal,lowest_loss_swr_2p5,best,375.4888888888889,-4.348,76.07106437301445,106.28239060048173,4.946373662169265,0.643050029710601,1.9175523736813946,0.25,0.1,1.4193223487644426,True,load_shunt,0.75,147.0,0.95928881140449,0.18050620862693273,0.9699594039877992,0.9304712037620634,0.31297062877923615,0.5036547989320866,2.978670236414521
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,15m,21050000,202.33,78.62,4.691564924269905,0.9401,True,kx2,KX2 / KXAT2,kxat2,published,nominal,lowest_loss_swr_2p5,best,22.48111111111111,8.735555555555557,27.243484523438713,13.813868874636157,2.026891671566073,0.817793739778682,0.8735621829865523,0.25,0.1,1.1045723221040267,True,source_shunt,0.063,131.0,0.9871569658340088,0.056137855517095936,0.9975310869526361,0.9847197611212651,0.06687346675012262,0.6984422258448033,1.5586951229069528
